,date,account_value
183,2022-06-24,885159.6738567963
184,2022-06-27,879190.0488262788
185,2022-06-28,852857.8588925019
186,2022-06-29,854582.2832546845
187,2022-06-30,843173.9004269257
188,2022-07-01,845097.4383221284
189,2022-07-05,855709.929052414
190,2022-07-06,863072.2247448579
191,2022-07-07,880914.5753765717
192,2022-07-08,881312.4958782807
193,2022-07-11,869174.4899426118
194,2022-07-12,857301.7643414155
195,2022-07-13,855046.6771221772
196,2022-07-14,862873.3666821137
197,2022-07-15,878062.5052166596
198,2022-07-18,869572.4104443208
199,2022-07-19,896103.816099228
200,2022-07-20,910099.0909405366
201,2022-07-21,922900.1955242768
202,2022-07-22,910165.3088360444
203,2022-07-25,904394.7462444917
204,2022-07-26,889736.1683788911
205,2022-07-27,928007.4550915376
206,2022-07-28,942135.3701000825
207,2022-07-29,956594.8855267182
208,2022-08-01,954538.8607464448
209,2022-08-02,947773.2925243989
210,2022-08-03,972978.0921307221
211,2022-08-04,977422.0486736909
212,2022-08-05,975166.9614544526
213,2022-08-08,966875.8269329682
214,2022-08-09,957191.868467392
215,2022-08-10,983325.2514324799
216,2022-08-11,979478.0734539643
217,2022-08-12,998978.7327404633
218,2022-08-15,1005279.753812851
219,2022-08-16,1002560.3238201753
220,2022-08-17,995397.0394726411
221,2022-08-18,1000570.5169354096
222,2022-08-19,982396.6680737153
223,2022-08-22,955003.1013317719
224,2022-08-23,952482.733778061
225,2022-08-24,953079.6145306245
226,2022-08-25,969197.2342358247
227,2022-08-26,927808.6992169038
228,2022-08-29,915537.8487377778
229,2022-08-30,905986.6326275483
230,2022-08-31,897164.9374371186
231,2022-09-01,892787.300977768
232,2022-09-02,881179.8557110444
233,2022-09-06,875342.9730358735
234,2022-09-07,889338.3500652924
235,2022-09-08,892389.2782879487
236,2022-09-09,910032.5664806977
237,2022-09-12,924624.8242626801
238,2022-09-13,875542.0354748383
239,2022-09-14,878725.8082409516
240,2022-09-15,858495.5258465424
241,2022-09-16,853720.0710735932
242,2022-09-19,860681.7382794038
243,2022-09-20,855628.3318462983
244,2022-09-21,842263.5065518037
245,2022-09-22,833686.0409451142
246,2022-09-23,822781.3944073335
247,2022-09-26,817063.0499401704
248,2022-09-27,818126.9303570405
249,2022-09-28,826770.8693295136
250,2022-09-29,805227.520811142
251,2022-09-30,789801.4080486909
252,2022-10-03,814270.4021664277
253,2022-10-04,841598.568517746
254,2022-10-05,844391.2673855439
255,2022-10-06,837476.0446758881
256,2022-10-07,803033.235517563
257,2022-10-10,789535.4123974458
258,2022-10-11,777433.9387112275
259,2022-10-12,775040.2333202973
260,2022-10-13,799110.2850552216
261,2022-10-14,776636.0539456025
262,2022-10-17,800307.1632977143
263,2022-10-18,807089.2859936372
264,2022-10-19,804762.0539684907
265,2022-10-20,805227.520811142
266,2022-10-21,826770.8693295136
267,2022-10-24,838207.4560757295
268,2022-10-25,854232.0846005097
269,2022-10-26,835215.3882046357
270,2022-10-27,825707.0400066987
271,2022-10-28,861612.5697765962
272,2022-10-31,850242.5585842744
273,2022-11-01,843127.9157772675
274,2022-11-02,814004.4065151826
275,2022-11-03,790067.3526058808
276,2022-11-04,804496.1094113007
277,2022-11-07,817927.5102596894
278,2022-11-08,825773.5133724824
279,2022-11-09,804296.6382198945
280,2022-11-10,870389.5065746919
281,2022-11-11,885283.8324108735
282,2022-11-14,877703.7227612153
283,2022-11-15,888342.3225536958
284,2022-11-16,876174.3755016938
285,2022-11-17,877304.7803784028
286,2022-11-18,878302.0341473237
287,2022-11-21,868860.2615032807
288,2022-11-22,885682.6726055756
289,2022-11-23,893528.777906479
290,2022-11-25,888342.3225536958
291,2022-11-28,869325.7283459321
292,2022-11-29,860814.8893871919
293,2022-11-30,904034.5331555024
294,2022-12-01,905297.7825756684
295,2022-12-02,900045.007139267
296,2022-12-05,885084.2590313569
297,2022-12-06,866134.0870953217
298,2022-12-07,861745.7208843842
299,2022-12-08,875841.8553906098
300,2022-12-09,870456.0310345307
301,2022-12-12,889472.8296185151
302,2022-12-13,899978.4826794282
303,2022-12-14,892398.37302977
304,2022-12-15,859019.5464764253
305,2022-12-16,847649.382001938
306,2022-12-19,836346.6105862275
307,2022-12-20,837613.5898724213
308,2022-12-21,851483.5820904389
309,2022-12-22,830011.7141552583
310,2022-12-23,830878.6269894257
311,2022-12-27,823009.9892101899
312,2022-12-28,809740.147764267
313,2022-12-29,830945.3047314301
314,2022-12-30,829811.6809292451
315,2023-01-03,821943.0942440644
316,2023-01-04,824076.9863644257
317,2023-01-05,808073.1020260468
318,2023-01-06,831745.488729538
319,2023-01-09,841414.4766369477
320,2023-01-10,846615.7492657319
321,2023-01-11,861285.9765759126
322,2023-01-12,867687.4485607758
323,2023-01-13,870154.7804852143
324,2023-01-17,874089.1249218598
325,2023-01-18,862819.7179241792
326,2023-01-19,852750.5613766328
327,2023-01-20,875822.7462139741
328,2023-01-23,895760.9749889985
329,2023-01-24,895360.9085369721
330,2023-01-25,893493.8295727387
331,2023-01-26,907763.8882427827
332,2023-01-27,911564.775007309
333,2023-01-30,894160.5048046723
334,2023-01-31,906630.3155346528
335,2023-02-01,927968.7257977143
336,2023-02-02,953308.3115215913
337,2023-02-03,945373.0981884614
338,2023-02-06,933836.7758465424
339,2023-02-07,957175.8249340669
340,2023-02-08,945639.7069683686
341,2023-02-09,940438.5365276948
342,2023-02-10,936104.0234509126
343,2023-02-13,952307.9921093598
344,2023-02-14,956375.6920300141
345,2023-02-15,960843.3562145844
346,2023-02-16,944172.6944561616
347,2023-02-17,932369.8655224458
348,2023-02-21,910231.1179791108
349,2023-02-22,908897.4609509126
350,2023-02-23,923967.7547131196
351,2023-02-24,907497.1772747651
352,2023-02-27,912365.0100994721
353,2023-02-28,910364.5756512299
354,2023-03-01,903696.2905102387
355,2023-03-02,914832.3420239106
356,2023-03-03,934503.6554546967
357,2023-03-06,938971.4218273774
358,2023-03-07,927301.9483776704
359,2023-03-08,934970.552930893
360,2023-03-09,921567.1516247407
361,2023-03-10,905363.3873425141
362,2023-03-13,910297.74462706
363,2023-03-14,931302.9194622651
364,2023-03-15,931836.4435864106
365,2023-03-16,957976.0600262299
366,2023-03-17,956642.505186142
367,2023-03-20,959222.0396557465
368,2023-03-21,966974.3362713471
369,2023-03-22,957350.7709789887
370,2023-03-23,972922.1952343598
371,2023-03-24,975461.7741528169
372,2023-03-27,967909.970609726
373,2023-03-28,963365.4609661713
374,2023-03-29,983548.1237011567
375,2023-03-30,994976.126646103
376,2023-03-31,1009210.8282299653
377,2023-04-03,1007606.9858379975
378,2023-04-04,1002060.1130200044
379,2023-04-05,990632.1100750581
380,2023-04-06,996245.9161053315
381,2023-04-10,995711.2679119721
382,2023-04-11,986354.9245281831
383,2023-04-12,980741.3228741303
384,2023-04-13,998985.885908188
385,2023-04-14,993438.9109020844
386,2023-04-17,997047.7862072602
387,2023-04-18,1000121.9111309663
388,2023-04-19,997248.27927977
389,2023-04-20,990698.941099228
390,2023-04-21,987491.0519390717
391,2023-04-24,983147.1375561372
392,2023-04-25,962162.5025311128
393,2023-04-26,976464.1373272553
394,2023-04-27,997181.5504437104
395,2023-04-28,1008007.971983017
396,2023-05-01,1008609.349012436
397,2023-05-02,999186.2767925874
398,2023-05-03,990765.7721233979
